,Date,Commodity,Commodity Details,Measurement,Unit,Unit Details,Domain Category,Value
2439,2017-12,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,174
2440,2017-12,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
2441,2017-12,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,135
2442,2017-12,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,185
2443,2017-12,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.53
2444,2017-12,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.83
2445,2017-12,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,54.7
2446,2017-12,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,38.15
2447,2017-12,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,44.67
2448,2017-12,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2449,2017-12,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2450,2017-12,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,23.03
2451,2017-12,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,25.81
2452,2017-12,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,38.4
2453,2017-12,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,25.72
2454,2017-12,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,28.48
2455,2017-12,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,23.03
2456,2017-12,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,25.81
2457,2017-12,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,38.4
2458,2017-12,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,25.72
2459,2017-12,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,28.48
2460,2017-12,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2461,2017-12,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2462,2017-12,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2463,2017-12,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2464,2017-12,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2465,2017-12,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2466,2017-12,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
2467,2017-12,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2468,2017-12,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2469,2017-12,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2470,2017-12,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2471,2017-12,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,20
2472,2017-12,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2473,2017-12,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,3
2474,2017-12,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2475,2017-12,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2476,2017-02,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2477,2017-02,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,4.67
2478,2017-02,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,12
2479,2017-02,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2480,2017-02,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2481,2017-02,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,62.8
2482,2017-02,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,9
2483,2017-02,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
2484,2017-02,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (D)
2485,2017-02,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2486,2017-02,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11.1
2487,2017-02,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.57
2488,2017-02,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.03
2489,2017-02,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2490,2017-02,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2491,2017-02,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2492,2017-02,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2493,2017-02,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2494,2017-02,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,159
2495,2017-02,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
2496,2017-02,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,140
2497,2017-02,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,165
2498,2017-02,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,25.31
2499,2017-02,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,31.45
2500,2017-02,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,47.8
2501,2017-02,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.58
2502,2017-02,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.97
2503,2017-02,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2504,2017-02,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2505,2017-02,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.71
2506,2017-02,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.45
2507,2017-02,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,30
2508,2017-02,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.56
2509,2017-02,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.27
2510,2017-02,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.71
2511,2017-02,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.45
2512,2017-02,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,30
2513,2017-02,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.56
2514,2017-02,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.27
2515,2017-02,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2516,2017-02,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2517,2017-02,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2518,2017-02,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2519,2017-02,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2520,2017-02,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2521,2017-02,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
2522,2017-02,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2523,2017-02,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2524,2017-02,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2525,2017-02,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2526,2017-02,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,15.5
2527,2017-02,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
2528,2017-02,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,15.5
2529,2017-02,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,13.9
2530,2017-02,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2531,2017-02,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
2532,2017-02,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2533,2017-02,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2534,2017-01,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2535,2017-01,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2536,2017-01,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
2537,2017-01,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2538,2017-01,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2539,2017-01,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,80.1
2540,2017-01,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,9
2541,2017-01,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
2542,2017-01,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (S)
2543,2017-01,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2544,2017-01,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,18.8
2545,2017-01,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.73
2546,2017-01,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.09
2547,2017-01,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2548,2017-01,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2549,2017-01,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2550,2017-01,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2551,2017-01,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2552,2017-01,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,153
2553,2017-01,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
2554,2017-01,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,135
2555,2017-01,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,160
2556,2017-01,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,23.61
2557,2017-01,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,29.69
2558,2017-01,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,47.5
2559,2017-01,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.28
2560,2017-01,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.67
2561,2017-01,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2562,2017-01,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2563,2017-01,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.24
2564,2017-01,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,15.97
2565,2017-01,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.4
2566,2017-01,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.96
2567,2017-01,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.67
2568,2017-01,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.24
2569,2017-01,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,15.97
2570,2017-01,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.4
2571,2017-01,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.96
2572,2017-01,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.67
2573,2017-01,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2574,2017-01,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2575,2017-01,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2576,2017-01,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2577,2017-01,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2578,2017-01,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2579,2017-01,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
2580,2017-01,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2581,2017-01,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2582,2017-01,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2583,2017-01,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2584,2017-01,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,13.2
2585,2017-01,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,8.65
2586,2017-01,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,15.2
2587,2017-01,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14
2588,2017-01,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2589,2017-01,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
2590,2017-01,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2591,2017-01,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2592,2017-07,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2593,2017-07,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2594,2017-07,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
2595,2017-07,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2596,2017-07,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2597,2017-07,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
2598,2017-07,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,1
2599,2017-07,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
2600,2017-07,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
2601,2017-07,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2602,2017-07,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7.7
2603,2017-07,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.1
2604,2017-07,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.89
2605,2017-07,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2606,2017-07,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2607,2017-07,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2608,2017-07,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2609,2017-07,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2610,2017-07,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,160
2611,2017-07,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
2612,2017-07,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,145
2613,2017-07,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,165
2614,2017-07,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,41.85
2615,2017-07,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,48.14
2616,2017-07,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,62
2617,2017-07,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,45.78
2618,2017-07,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,52.17
2619,2017-07,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2620,2017-07,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2621,2017-07,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,20.37
2622,2017-07,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,23.11
2623,2017-07,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,36.7
2624,2017-07,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,24.26
2625,2017-07,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,26.97
2626,2017-07,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2627,2017-07,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2628,2017-07,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
2629,2017-07,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2630,2017-07,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2631,2017-07,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2632,2017-07,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2633,2017-07,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2634,2017-07,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2635,2017-07,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,20.37
2636,2017-07,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,23.11
2637,2017-07,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,36.7
2638,2017-07,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,24.26
2639,2017-07,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,26.97
2640,2017-07,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2641,2017-07,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2642,2017-07,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,19.3
2643,2017-07,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
2644,2017-07,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,19.3
2645,2017-07,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14.5
2646,2017-07,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,5.24
2647,2017-07,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,21
2648,2017-07,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2649,2017-07,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,5.09
2650,2017-06,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2651,2017-06,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,4.39
2652,2017-06,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,33
2653,2017-06,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,4.39
2654,2017-06,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2655,2017-06,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,74.6
2656,2017-06,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,3
2657,2017-06,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
2658,2017-06,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
2659,2017-06,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2660,2017-06,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7.9
2661,2017-06,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.47
2662,2017-06,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.2
2663,2017-06,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2664,2017-06,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2665,2017-06,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
