,Date,Commodity,Data Item,Domain,Domain Category,Value,Precip,Temp Max,Temp Min,Wind Speed,Soil Temp Max,Soil Temp Min,Solar,Humidity Max,Humidity Min,day_1_colonies_California,day_1_colonies_United States,lost_colonies_California,lost_colonies_United States,percent_lost_California,percent_lost_United States
2763,2017-09,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,1.0,0.004333333333333334,88.08866666666665,57.12233333333334,0.0,73.94466666666666,71.22233333333334,478.74466666666666,80.17766666666667,25.444333333333333,590000,2994500,67000,394810,10,13
2188,2017-12,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,13.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2192,2017-12,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,20.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2194,2017-12,COTTON,"COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,240.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2196,2017-12,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,9.3,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2197,2017-12,GRAPEFRUIT,"GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,20.84,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2198,2017-12,GRAPEFRUIT,"GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,23.25,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2204,2017-12,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,174.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2205,2017-12,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,5.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2206,2017-12,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,135.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2207,2017-12,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,185.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2208,2017-12,LEMONS,"LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,31.53,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2209,2017-12,LEMONS,"LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,37.83,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2210,2017-12,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,54.7,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2211,2017-12,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,38.15,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2212,2017-12,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,44.67,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2215,2017-12,ORANGES,"ORANGES - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,23.03,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2216,2017-12,ORANGES,"ORANGES - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,25.81,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2217,2017-12,ORANGES,"ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,38.4,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2218,2017-12,ORANGES,"ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,25.72,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2219,2017-12,ORANGES,"ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,28.48,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2220,2017-12,ORANGES,"ORANGES, MID & NAVEL - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,23.03,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2221,2017-12,ORANGES,"ORANGES, MID & NAVEL - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,25.81,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2222,2017-12,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,38.4,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2223,2017-12,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,25.72,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2224,2017-12,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,28.48,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2236,2017-12,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2238,2017-12,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,3.0,0.0030000000000000005,61.24699999999999,30.558999999999997,0.0,48.806333333333335,47.08599999999999,202.86033333333333,91.36533333333334,35.63433333333334,680000,2849770,155000,424860,13,15
2604,2017-11,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,2.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2607,2017-11,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,57.8,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2608,2017-11,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,16.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2610,2017-11,COTTON,"COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,241.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2612,2017-11,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,5.4,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2613,2017-11,GRAPEFRUIT,"GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,20.94,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2614,2017-11,GRAPEFRUIT,"GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,23.35,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2620,2017-11,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,172.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2621,2017-11,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,6.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2622,2017-11,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,130.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2623,2017-11,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,185.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2624,2017-11,LEMONS,"LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,27.91,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2625,2017-11,LEMONS,"LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,34.18,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2626,2017-11,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,51.4,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2627,2017-11,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,34.85,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2628,2017-11,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,41.37,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2631,2017-11,ORANGES,"ORANGES - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,25.07,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2632,2017-11,ORANGES,"ORANGES - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,27.85,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2633,2017-11,ORANGES,"ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,40.7,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2634,2017-11,ORANGES,"ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,28.02,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2635,2017-11,ORANGES,"ORANGES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,30.78,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2636,2017-11,ORANGES,"ORANGES, MID & NAVEL - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,25.07,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2637,2017-11,ORANGES,"ORANGES, MID & NAVEL - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,27.85,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2638,2017-11,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,40.7,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2639,2017-11,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,28.02,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2640,2017-11,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,30.78,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2652,2017-11,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20.4,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2653,2017-11,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.3,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2654,2017-11,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,1.0,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2656,2017-11,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.3,0.043000000000000003,66.528,42.61666666666667,0.0,59.11333333333334,57.64266666666666,202.55633333333333,92.88433333333334,47.455666666666666,680000,2849770,155000,424860,13,15
2659,2017-10,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,12.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2663,2017-10,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,7.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2665,2017-10,COTTON,"COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,264.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2667,2017-10,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,2.5,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2668,2017-10,GRAPEFRUIT,"GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,18.08,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2669,2017-10,GRAPEFRUIT,"GRAPEFRUIT - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,20.72,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2675,2017-10,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,174.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2676,2017-10,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,10.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2677,2017-10,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,130.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2678,2017-10,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,185.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2679,2017-10,LEMONS,"LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,24.65,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2680,2017-10,LEMONS,"LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,30.9,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2681,2017-10,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,47.9,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2682,2017-10,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,31.35,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2683,2017-10,LEMONS,"LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,37.87,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2700,2017-10,ORANGES,"ORANGES, VALENCIA - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,32.26,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2701,2017-10,ORANGES,"ORANGES, VALENCIA - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,34.97,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2702,2017-10,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB",TOTAL,NOT SPECIFIED,44.7,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2703,2017-10,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV",TOTAL,NOT SPECIFIED,32.26,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2704,2017-10,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV",TOTAL,NOT SPECIFIED,34.97,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2707,2017-10,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,19.8,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2709,2017-10,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,1.0,0.002,80.23933333333333,43.907000000000004,0.0,63.641333333333336,61.096000000000004,383.80633333333327,83.71499999999999,22.105,680000,2849770,155000,424860,13,15
2242,2017-02,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.67,0.20099999999999998,60.940333333333335,43.178333333333335,0.0,53.404666666666664,51.86933333333334,229.9043333333333,92.33333333333333,55.559333333333335,1170000,2641090,195000,398650,13,15
2243,2017-02,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,12.0,0.20099999999999998,60.940333333333335,43.178333333333335,0.0,53.404666666666664,51.86933333333334,229.9043333333333,92.33333333333333,55.559333333333335,1170000,2641090,195000,398650,13,15
2246,2017-02,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,62.8,0.20099999999999998,60.940333333333335,43.178333333333335,0.0,53.404666666666664,51.86933333333334,229.9043333333333,92.33333333333333,55.559333333333335,1170000,2641090,195000,398650,13,15
2247,2017-02,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,9.0,0.20099999999999998,60.940333333333335,43.178333333333335,0.0,53.404666666666664,51.86933333333334,229.9043333333333,92.33333333333333,55.559333333333335,1170000,2641090,195000,398650,13,15
2251,2017-02,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,11.1,0.20099999999999998,60.940333333333335,43.178333333333335,0.0,53.404666666666664,51.86933333333334,229.9043333333333,92.33333333333333,55.559333333333335,1170000,2641090,195000,398650,13,15
